                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        6596      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                               1                                2                                3                                4                                5                                6 
                    log_star_age                           radius                        star_mass                       luminosity                   center_entropy                  Bolometric_Flux 
         8.3315628546656768E+000          5.8313674192120475E-002          5.1513086668007243E-005          2.1863421618470018E-010          6.5923346891823176E+000          1.8889748781459127E+006 
         8.3659283522474777E+000          5.7965579902449361E-002          5.1513086668007243E-005          1.9945877907666553E-010          6.5816615202036317E+000          1.8664903122974448E+006 
         8.4005278138884645E+000          5.7624167136366797E-002          5.1513086668007243E-005          1.8209275497233516E-010          6.5710962932150112E+000          1.8445680969507571E+006 
         8.4353032221024762E+000          5.7289322942812602E-002          5.1513086668007243E-005          1.6628470346139018E-010          6.5605681527047990E+000          1.8231934397979430E+006 
         8.4702106933413184E+000          5.6960849082986521E-002          5.1513086668007243E-005          1.5173081096671357E-010          6.5501141792990270E+000          1.8023464647501661E+006 
         8.5052031329674058E+000          5.6639888112578536E-002          5.1513086668007243E-005          1.3842058717850060E-010          6.5396845623121092E+000          1.7820920945203335E+006 
         8.5403030699209950E+000          5.6327835609426662E-002          5.1513086668007243E-005          1.2624023493555757E-010          6.5293061880728791E+000          1.7625096268302754E+006 
         8.5755423459902591E+000          5.6025906401313406E-002          5.1513086668007243E-005          1.1513550911484900E-010          6.5189849293552449E+000          1.7436654123119540E+006 
         8.6110091318873625E+000          5.5731669595301445E-002          5.1513086668007243E-005          1.0501871138369158E-010          6.5087594833830780E+000          1.7253987440740555E+006 
         8.6467136617703702E+000          5.5440002878404608E-002          5.1513086668007243E-005          9.5731488629662479E-011          6.4884692968100106E+000          1.7073865597546943E+006 
         8.6825494180182883E+000          5.5153743047696421E-002          5.1513086668007243E-005          8.6963314438990609E-011          6.4583037046608922E+000          1.6898001839850538E+006 
         8.7182259784760348E+000          5.4882489453013161E-002          5.1513086668007243E-005          7.8686920030736061E-011          6.4286301936996217E+000          1.6732197236270914E+006 
         8.7540685881220792E+000          5.4626302337125614E-002          5.1513086668007243E-005          7.1235217798726546E-011          6.3989198306370039E+000          1.6576352678106092E+006 
         8.7904875906479543E+000          5.4381779596820397E-002          5.1513086668007243E-005          6.4242067706547862E-011          6.3692389584899969E+000          1.6428283958030967E+006 
         8.8272757109163642E+000          5.4135706588944683E-002          5.1513086668007243E-005          5.7807323044455825E-011          6.3399388127289349E+000          1.6279947101060045E+006 
         8.8642935642488503E+000          5.3896611861067603E-002          5.1513086668007243E-005          5.1973299430471428E-011          6.3108435702252406E+000          1.6136461253822125E+006 
         8.9016627788752682E+000          5.3664449838283286E-002          5.1513086668007243E-005          4.6663010545689237E-011          6.2816002271302995E+000          1.5997743633645354E+006 
         8.9394194771922653E+000          5.3438040676851893E-002          5.1513086668007243E-005          4.1765737684862142E-011          6.2524325855489140E+000          1.5863040116277044E+006 
         8.9771096147044531E+000          5.3218603265832547E-002          5.1513086668007243E-005          3.7388109754977755E-011          6.2240095875938470E+000          1.5733027961898879E+006 
         9.0148392689946526E+000          5.3006029297316327E-002          5.1513086668007243E-005          3.3414785715581243E-011          6.1964061493372382E+000          1.5607592397570161E+006 
         9.0527523062951456E+000          5.2799978347235280E-002          5.1513086668007243E-005          2.9835400515928159E-011          6.1695082382361699E+000          1.5486485098389692E+006 
         9.0909393099689613E+000          5.2599222334034842E-002          5.1513086668007243E-005          2.6588472996722503E-011          6.1430560911159571E+000          1.5368943592637065E+006 
         9.1293006284591094E+000          5.2404285209300835E-002          5.1513086668007243E-005          2.3663400848447375E-011          6.1171650856853805E+000          1.5255237500823569E+006 
         9.1678826702402851E+000          5.2216459137950498E-002          5.1513086668007243E-005          2.1096984788290639E-011          6.0917251994663326E+000          1.5146078626010488E+006 
         9.2070989135914161E+000          5.2033541411073830E-002          5.1513086668007243E-005          1.8784538654266465E-011          6.0663876985355252E+000          1.5040149050537681E+006 
         9.2469897233352931E+000          5.1855004430624560E-002          5.1513086668007243E-005          1.6739284019040249E-011          6.0411186548679350E+000          1.4937114893371235E+006 
         9.2875969036772723E+000          5.1680028136706524E-002          5.1513086668007243E-005          1.4905719833989408E-011          6.0158184368079777E+000          1.4836479231263334E+006 
         9.3288119438893560E+000          5.1508363269008074E-002          5.1513086668007243E-005          1.3274910843144436E-011          5.9904983177479929E+000          1.4738078656409672E+006 
         9.3705510595126196E+000          5.1339692595993809E-002          5.1513086668007243E-005          1.1815767741516331E-011          5.9651585329120786E+000          1.4641713277239236E+006 
         9.4126549941141384E+000          5.1174361350151590E-002          5.1513086668007243E-005          1.0512414761214347E-011          5.9398545031399017E+000          1.4547562541834207E+006 
         9.4550254161719653E+000          5.1012359027300676E-002          5.1513086668007243E-005          9.3531796397792422E-012          5.9146593917135517E+000          1.4455602095023100E+006 
         9.4976207023803330E+000          5.0853361749143011E-002          5.1513086668007243E-005          8.3256229905152130E-012          5.8894092223422554E+000          1.4365630975938414E+006 
         9.5403810097315613E+000          5.0697381815498939E-002          5.1513086668007243E-005          7.4051549631940395E-012          5.8640357663220977E+000          1.4277640187528809E+006 
         9.5831946703041986E+000          5.0544471415307192E-002          5.1513086668007243E-005          6.5811959943503229E-012          5.8385399911296343E+000          1.4191643349866061E+006 
         9.6258834279382146E+000          5.0394678105340346E-002          5.1513086668007243E-005          5.8603937481276686E-012          5.8130959697805888E+000          1.4107651445399907E+006 
         9.6684405619939788E+000          5.0247523598648307E-002          5.1513086668007243E-005          5.2247379974088364E-012          5.7876539305248729E+000          1.4025381905906522E+006 
         9.7108216559069795E+000          5.0103856559463103E-002          5.1513086668007243E-005          4.6452860819490281E-012          5.7622063023459758E+000          1.3945294198544556E+006 
         9.7531308809326607E+000          4.9962468622482235E-002          5.1513086668007243E-005          4.1364621005108037E-012          5.7366669334157150E+000          1.3866700870597588E+006 
         9.7950684935426739E+000          4.9821182069152717E-002          5.1513086668007243E-005          3.7881626801641619E-012          5.7107394172188632E+000          1.3788385755629756E+006 
         9.8373546512054268E+000          4.9673570445135339E-002          5.1513086668007243E-005          3.5350359581682150E-012          5.6832327101328852E+000          1.3706801547127231E+006 
         9.8793134719647018E+000          4.9522454720761541E-002          5.1513086668007243E-005          3.3035486934182168E-012          5.6542504927944357E+000          1.3623531406616126E+006 
         9.9198626207709868E+000          4.9372911444554073E-002          5.1513086668007243E-005          3.0848032893436582E-012          5.6226986999353015E+000          1.3541377503050726E+006 
         9.9586847934521199E+000          4.9226137823723808E-002          5.1513086668007243E-005          2.8822999028155442E-012          5.5889056694740340E+000          1.3460986748384188E+006 
         9.9958279228885694E+000          4.9082254771377232E-002          5.1513086668007243E-005          2.6941034278048442E-012          5.5540062369706504E+000          1.3382411528018897E+006 
         1.0000000000000000E+001          4.9065782609537693E-002          5.1513086668007243E-005          2.6742170149472229E-012          5.5490748570925108E+000          1.3373430674967375E+006 
